MLS Listing,,Single Family Residential,2523 Steiner St,San Francisco,CA,94115,4980000,3,3.5,San Francisco,2820,1036,1914,1,1766,,Active,,,http://www.redfin.com/CA/San-Francisco/2523-Steiner-St-94115/home/1538961,San Francisco MLS,421594449,N,Y,37.7927839,-122.4365718
MLS Listing,,Single Family Residential,2087 46th Ave,San Francisco,CA,94116,1198000,3,2,San Francisco,1634,1746,1940,2,733,,Active,September-21-2021 1:00 PM,September-21-2021 2:30 PM,http://www.redfin.com/CA/San-Francisco/2087-46th-Ave-94116/home/992574,San Francisco MLS,421596024,N,Y,37.7476344,-122.505239
MLS Listing,,Condo/Co-op,530 Chestnut St Unit C102,San Francisco,CA,94133,1695000,2,2.5,San Francisco,1612,44688,2001,2,1051,918,Active,,,http://www.redfin.com/CA/San-Francisco/530-Chestnut-St-94133/unit-C102/home/114071978,San Francisco MLS,421596086,N,Y,37.8043618,-122.4124476
MLS Listing,,Condo/Co-op,960 Market St #215,San Francisco,CA,94102,1205000,2,2,San Francisco,878,,,2,1372,865,Active,,,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-215/home/176466462,San Francisco MLS,421596365,N,Y,37.7831239,-122.4095552
MLS Listing,,Condo/Co-op,261 Missouri St,San Francisco,CA,94107,1750000,3,2.5,San Francisco,1615,2527,1900,2,1084,400,Active,September-21-2021 2:00 PM,September-21-2021 3:30 PM,http://www.redfin.com/CA/San-Francisco/261-Missouri-St-94107/home/69371425,San Francisco MLS,421595905,N,Y,37.7630835,-122.3964844
MLS Listing,,Condo/Co-op,325 China Basin St #606,San Francisco,CA,94158,2950000,2,2,San Francisco,,,2008,2,,1112,Active,,,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-606/home/23424664,San Francisco MLS,421588710,N,Y,37.7719487,-122.3875674
MLS Listing,,Condo/Co-op,1335 Fulton St #301,San Francisco,CA,94117,1250000,2,1.5,San Francisco,,5000,2007,2,,600,Active,,,http://www.redfin.com/CA/San-Francisco/1335-Fulton-St-94117/unit-301/home/12298623,San Francisco MLS,421594238,N,Y,37.7765966,-122.4388058
MLS Listing,,Multi-Family (2-4 Unit),3127 Anza St,San Francisco,CA,94121,2288000,7,5.5,San Francisco,3420,2500,1989,3,669,,Active,,,http://www.redfin.com/CA/San-Francisco/3127-Anza-St-94121/home/615736,San Francisco MLS,421587803,N,Y,37.778039,-122.481901
MLS Listing,,Single Family Residential,530 Nevada St,San Francisco,CA,94110,1098888,2,1,Bernal Heights,900,1751,1942,3,1221,,Active,,,http://www.redfin.com/CA/San-Francisco/530-Nevada-St-94110/home/2019648,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967692,N,Y,37.7353554,-122.4119176
MLS Listing,,Single Family Residential,67 Chula Ln,San Francisco,CA,94114,1595000,2,1,San Francisco,,3149,1900,3,,,Active,September-23-2021 5:30 PM,September-23-2021 6:30 PM,http://www.redfin.com/CA/San-Francisco/67-Chula-Ln-94114/home/1917312,San Francisco MLS,421576504,N,Y,37.7637612,-122.4283154
MLS Listing,,Multi-Family (2-4 Unit),2401 23rd St,San Francisco,CA,94110,1695000,4,2.5,San Francisco,2250,1873,1916,3,753,,Active,,,http://www.redfin.com/CA/San-Francisco/2401-23rd-St-94110/home/735676,San Francisco MLS,421596132,N,Y,37.7543782,-122.4040035
MLS Listing,,Condo/Co-op,750 Van Ness Ave #1102,San Francisco,CA,94102,459000,0,1,San Francisco,391,15582,2008,3,1174,621,Active,,,http://www.redfin.com/CA/San-Francisco/750-Van-Ness-Ave-94102/unit-1102/home/17304518,San Francisco MLS,421596244,N,Y,37.7824388,-122.4203287
MLS Listing,,Multi-Family (2-4 Unit),574 - 576 8th Ave,San Francisco,CA,94118,2150000,6,2,San Francisco,3472,3250,1906,3,619,,Active,,,http://www.redfin.com/CA/San-Francisco/574-8th-Ave-94118/home/942508,San Francisco MLS,421596134,N,Y,37.7776388,-122.4658591
MLS Listing,,Condo/Co-op,825 La Playa St #227,San Francisco,CA,94121,725000,1,1,San Francisco,784,26603,1983,3,925,758,Active,,,http://www.redfin.com/CA/San-Francisco/825-La-Playa-St-94121/unit-227/home/622607,San Francisco MLS,421596210,N,Y,37.7727719,-122.5102626
MLS Listing,,Single Family Residential,22 Saturn St,San Francisco,CA,94114,2749000,3,2,San Francisco,2435,2495,1908,3,1129,,Active,,,http://www.redfin.com/CA/San-Francisco/22-Saturn-St-94114/home/673564,San Francisco MLS,421596215,N,Y,37.7628658,-122.4413936
MLS Listing,,Condo/Co-op,3823 Clay St,San Francisco,CA,94118,2200000,3,2,San Francisco,2005,,,3,1097,323,Active,,,http://www.redfin.com/CA/San-Francisco/3823-Clay-St-94118/home/970317,San Francisco MLS,421587942,N,Y,37.78773,-122.455826
MLS Listing,,Multi-Family (5+ Unit),35 Brosnan St,San Francisco,CA,94103,5500000,0,,San Francisco,9264,4125,1926,3,594,,Active,,,http://www.redfin.com/CA/San-Francisco/35-Brosnan-St-94103/home/1590633,San Francisco MLS,421596192,N,Y,37.7685744,-122.4231269
